Id,Aspect,Elevation,Hillshade_3pm,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Slope,Vertical_Distance_To_Hydrology,Cover_Type,Wilderness,Soil
1224,60,2799,113,230,212,2160,408,417,13,129,5,Wilderness_Area1,Soil_Type29
11971,317,2573,203,129,199,371,150,849,30,74,6,Wilderness_Area3,Soil_Type33
11984,298,3361,188,188,236,1716,459,3274,11,21,1,Wilderness_Area1,Soil_Type39
13322,96,2359,90,245,213,484,0,524,17,0,4,Wilderness_Area4,Soil_Type1
14565,89,3354,89,244,210,997,510,1328,17,197,7,Wilderness_Area3,Soil_Type39
7932,321,2566,169,204,234,1565,234,1452,6,19,5,Wilderness_Area3,Soil_Type2
12977,326,2285,185,164,212,443,124,760,21,34,3,Wilderness_Area4,Soil_Type10
3712,359,2256,149,188,202,516,0,864,19,0,3,Wilderness_Area4,Soil_Type10
14855,180,2770,155,224,246,424,153,1015,9,34,2,Wilderness_Area3,Soil_Type34
5027,92,2217,74,247,203,1570,90,722,21,20,4,Wilderness_Area4,Soil_Type3
2226,319,2660,203,102,179,1544,180,1650,37,12,6,Wilderness_Area3,Soil_Type13
547,252,2998,193,193,248,3271,553,5940,12,89,2,Wilderness_Area1,Soil_Type29
6760,285,2794,206,171,238,1914,283,979,17,99,5,Wilderness_Area3,Soil_Type4
13430,23,2375,95,188,162,780,42,1065,30,25,6,Wilderness_Area4,Soil_Type10
8335,139,2768,103,246,229,2037,497,2657,20,134,5,Wilderness_Area3,Soil_Type10
11106,33,2613,131,218,214,836,331,1812,12,113,6,Wilderness_Area3,Soil_Type10
8886,67,3037,125,229,222,2371,953,1090,9,218,2,Wilderness_Area3,Soil_Type32
14399,85,3309,128,232,227,3197,210,1974,8,-25,7,Wilderness_Area1,Soil_Type38
2757,92,2696,114,238,222,708,0,1307,11,0,5,Wilderness_Area3,Soil_Type31
4118,253,2808,202,184,249,1068,0,1921,15,0,1,Wilderness_Area3,Soil_Type13
11403,66,2712,105,233,210,4213,212,1641,15,1,2,Wilderness_Area1,Soil_Type29
4260,323,2122,183,177,221,808,234,421,16,27,6,Wilderness_Area4,Soil_Type10
8767,257,3097,205,180,248,834,365,2551,16,-10,1,Wilderness_Area3,Soil_Type32
4313,342,2342,167,184,213,351,134,1248,17,40,6,Wilderness_Area4,Soil_Type10
10843,231,2476,210,170,253,1302,124,1071,26,55,3,Wilderness_Area3,Soil_Type3
10605,100,3277,88,247,212,3989,30,2495,18,-6,7,Wilderness_Area2,Soil_Type33
12242,347,2266,160,166,193,541,134,570,24,69,3,Wilderness_Area4,Soil_Type2
5891,117,2413,64,253,206,1260,150,752,26,29,3,Wilderness_Area4,Soil_Type5
7188,88,2602,107,239,218,1092,127,1542,13,41,3,Wilderness_Area3,Soil_Type4
6620,41,2645,131,221,218,400,180,212,10,20,2,Wilderness_Area3,Soil_Type11
3176,331,2192,181,153,200,547,277,591,25,31,3,Wilderness_Area4,Soil_Type10
9753,177,3403,147,226,247,684,430,1620,18,244,7,Wilderness_Area3,Soil_Type40
7577,49,2680,131,224,221,1850,67,2089,9,9,5,Wilderness_Area3,Soil_Type10
3863,342,2128,164,202,227,1353,0,1332,9,0,4,Wilderness_Area4,Soil_Type17
6256,174,2460,150,227,246,1240,402,845,12,104,6,Wilderness_Area4,Soil_Type6
14200,344,2623,165,187,214,2631,90,2003,16,12,6,Wilderness_Area3,Soil_Type24
9427,161,3305,133,234,242,2012,446,4051,16,26,7,Wilderness_Area3,Soil_Type38
10693,50,2633,101,225,199,2643,466,2886,18,-77,1,Wilderness_Area3,Soil_Type10
12190,311,2857,188,181,229,1604,306,1806,14,62,6,Wilderness_Area3,Soil_Type13
2997,9,2981,136,194,197,1282,162,513,20,25,2,Wilderness_Area3,Soil_Type24
144,299,2890,212,150,224,4734,180,5104,23,79,2,Wilderness_Area1,Soil_Type24
2155,297,2601,225,119,212,1518,95,1657,31,65,6,Wilderness_Area3,Soil_Type13
13238,251,2383,199,187,249,313,300,1082,14,113,6,Wilderness_Area4,Soil_Type10
5463,134,2949,116,242,232,417,42,1595,15,10,2,Wilderness_Area3,Soil_Type32
7231,87,3377,118,236,223,1676,255,2657,10,28,7,Wilderness_Area3,Soil_Type38
1275,135,3140,144,228,238,1920,67,4547,5,4,1,Wilderness_Area1,Soil_Type22
9189,270,3265,187,195,244,1259,256,2912,9,67,1,Wilderness_Area3,Soil_Type32
6097,80,2419,78,242,200,1316,484,661,20,86,6,Wilderness_Area4,Soil_Type10
7373,58,3301,127,227,221,1894,175,3092,9,-13,7,Wilderness_Area3,Soil_Type38
3370,243,2325,216,167,251,454,366,955,23,212,4,Wilderness_Area4,Soil_Type3
3662,144,2284,80,246,220,702,402,1230,29,154,4,Wilderness_Area4,Soil_Type3
15102,32,2496,99,208,182,1252,150,883,23,-22,6,Wilderness_Area3,Soil_Type10
5926,339,3416,170,170,204,3692,300,3690,21,91,7,Wilderness_Area1,Soil_Type39
14282,53,2877,142,223,229,1921,0,1839,5,0,2,Wilderness_Area3,Soil_Type23
12775,110,2243,140,228,234,598,0,616,5,0,4,Wilderness_Area4,Soil_Type10
13376,18,2296,153,217,233,977,0,1200,3,0,4,Wilderness_Area4,Soil_Type17
948,323,2851,177,191,228,2518,170,2910,11,5,1,Wilderness_Area1,Soil_Type23
5220,121,2255,88,250,219,1762,95,534,20,30,4,Wilderness_Area4,Soil_Type3
6025,71,2286,95,236,205,819,0,1332,17,0,4,Wilderness_Area4,Soil_Type17
13005,64,2394,122,230,219,1855,324,467,10,166,3,Wilderness_Area4,Soil_Type6
2107,31,2646,105,208,186,1772,30,1406,22,17,6,Wilderness_Area3,Soil_Type13
14037,174,3354,150,227,246,1900,1087,2713,12,115,7,Wilderness_Area3,Soil_Type38
9995,23,3161,133,212,210,2069,228,912,14,55,1,Wilderness_Area3,Soil_Type22
12488,251,2312,222,158,248,824,446,1279,25,18,4,Wilderness_Area4,Soil_Type6
5435,82,2242,96,240,211,895,0,446,16,0,4,Wilderness_Area4,Soil_Type16
9997,74,2828,89,239,203,1460,150,1556,18,68,5,Wilderness_Area3,Soil_Type33
7176,93,3191,125,234,227,1557,0,1265,9,0,1,Wilderness_Area1,Soil_Type29
10517,316,3447,200,144,209,1952,0,1633,26,0,7,Wilderness_Area2,Soil_Type39
8461,139,2752,97,247,227,2105,404,2589,22,123,3,Wilderness_Area3,Soil_Type10
12062,216,2105,180,206,252,618,120,306,13,77,3,Wilderness_Area4,Soil_Type1
14100,79,3225,62,243,189,800,300,1981,24,21,1,Wilderness_Area1,Soil_Type22
10810,75,2837,85,239,201,1594,234,3247,19,61,2,Wilderness_Area3,Soil_Type10
14999,52,2460,131,225,222,690,0,1406,8,0,6,Wilderness_Area3,Soil_Type4
12333,315,2290,192,170,223,725,0,914,18,0,3,Wilderness_Area4,Soil_Type10
718,217,2988,171,212,247,1437,446,5467,7,72,2,Wilderness_Area1,Soil_Type29
7696,99,2537,106,242,221,1052,127,1150,14,37,3,Wilderness_Area3,Soil_Type4
5705,305,2292,213,138,215,819,134,1114,26,45,6,Wilderness_Area4,Soil_Type10
12562,185,2273,156,221,249,864,443,1379,16,115,4,Wilderness_Area4,Soil_Type2
7726,266,3182,189,194,245,1521,30,732,10,10,1,Wilderness_Area3,Soil_Type23
14301,354,3187,156,200,218,1770,450,3561,12,149,1,Wilderness_Area3,Soil_Type31
567,29,2868,112,209,192,2468,95,3369,20,33,1,Wilderness_Area1,Soil_Type23
4682,243,2231,163,215,240,633,30,1489,2,-1,4,Wilderness_Area4,Soil_Type1
6151,353,2502,156,190,209,379,201,912,17,52,3,Wilderness_Area4,Soil_Type6
12322,71,2100,47,238,173,371,108,295,28,56,4,Wilderness_Area4,Soil_Type10
9754,125,3391,99,247,224,785,390,1470,18,234,7,Wilderness_Area3,Soil_Type39
2894,59,2038,45,225,160,560,190,228,31,130,3,Wilderness_Area4,Soil_Type1
14118,185,2653,149,214,247,2750,180,1776,27,68,3,Wilderness_Area3,Soil_Type4
6133,76,2446,75,241,196,1401,469,726,21,105,6,Wilderness_Area4,Soil_Type10
12999,348,2282,154,148,174,1194,67,924,31,42,6,Wilderness_Area4,Soil_Type10
5372,115,2274,48,254,197,1841,67,366,29,33,4,Wilderness_Area4,Soil_Type3
4839,274,2398,193,189,243,1022,95,1201,12,9,3,Wilderness_Area4,Soil_Type6
14478,24,3274,140,215,218,2679,127,3296,10,-3,7,Wilderness_Area3,Soil_Type39
2661,134,2685,79,250,218,469,108,365,26,37,5,Wilderness_Area1,Soil_Type30
2702,318,2047,205,89,171,42,228,218,40,159,3,Wilderness_Area4,Soil_Type10
6898,337,2618,171,184,217,953,313,362,16,204,3,Wilderness_Area4,Soil_Type6
14378,76,3182,89,239,204,3467,60,4270,18,-2,1,Wilderness_Area3,Soil_Type22
120,17,2837,138,208,211,5428,330,4241,13,45,1,Wilderness_Area1,Soil_Type29
3793,203,2132,173,210,253,1307,60,1317,17,0,4,Wilderness_Area4,Soil_Type1
1450,93,2824,0,240,130,1510,190,268,45,45,5,Wilderness_Area1,Soil_Type30
5104,112,2296,45,254,194,1740,201,552,29,75,4,Wilderness_Area4,Soil_Type3
14016,103,2674,68,251,204,2542,162,2297,23,35,3,Wilderness_Area3,Soil_Type11
5428,131,2883,118,241,232,812,192,2187,13,45,5,Wilderness_Area3,Soil_Type32
8261,208,3085,177,207,253,631,201,1723,16,15,1,Wilderness_Area1,Soil_Type22
12462,121,2344,31,253,189,666,360,1126,35,50,4,Wilderness_Area4,Soil_Type6
10176,208,3163,172,212,250,2523,201,607,11,27,1,Wilderness_Area2,Soil_Type23
4287,350,2255,137,116,138,1423,180,1199,41,111,3,Wilderness_Area4,Soil_Type10
14747,27,3418,149,218,230,837,342,953,4,-3,7,Wilderness_Area2,Soil_Type38
8168,104,2526,143,226,234,1242,395,841,4,23,5,Wilderness_Area3,Soil_Type17
12822,333,2232,176,173,212,313,30,870,19,12,3,Wilderness_Area4,Soil_Type10
8713,224,2843,198,186,254,2160,362,1744,22,104,5,Wilderness_Area3,Soil_Type13
6706,311,2403,195,169,225,752,170,283,18,21,3,Wilderness_Area4,Soil_Type10
9911,81,3404,121,233,223,787,120,2889,10,0,7,Wilderness_Area3,Soil_Type35
8147,172,3159,140,229,245,3150,510,2642,19,86,2,Wilderness_Area3,Soil_Type33
4052,82,2130,132,230,228,649,0,1301,7,0,4,Wilderness_Area4,Soil_Type3
6631,213,2845,189,191,254,1931,402,551,24,132,2,Wilderness_Area3,Soil_Type4
7996,176,3397,152,225,246,1719,984,2948,10,158,7,Wilderness_Area3,Soil_Type38
3843,105,2160,51,253,195,531,67,1168,27,35,4,Wilderness_Area4,Soil_Type10
10410,52,3336,114,226,210,1337,30,1252,14,3,7,Wilderness_Area2,Soil_Type38
1522,338,3208,162,209,233,1440,90,3141,5,-5,1,Wilderness_Area1,Soil_Type29
11747,107,2925,139,229,234,1245,67,1657,5,9,1,Wilderness_Area1,Soil_Type29
1191,58,2774,75,229,184,2311,391,420,23,100,5,Wilderness_Area1,Soil_Type29
12124,255,2879,204,182,249,1425,60,1956,16,-6,5,Wilderness_Area3,Soil_Type23
5460,30,2386,84,195,160,755,242,792,30,116,6,Wilderness_Area4,Soil_Type10
7297,64,3281,118,230,217,1897,95,2963,11,-3,7,Wilderness_Area3,Soil_Type38
2489,129,2897,91,249,222,365,242,1050,21,70,5,Wilderness_Area1,Soil_Type30
8968,61,3188,124,228,220,2133,134,342,10,-8,1,Wilderness_Area1,Soil_Type22
5783,305,2885,209,148,220,420,85,2563,24,28,2,Wilderness_Area3,Soil_Type33
9718,52,3822,113,226,209,2343,799,4265,14,46,7,Wilderness_Area3,Soil_Type40
7492,295,3156,205,166,232,2017,350,1279,18,44,2,Wilderness_Area3,Soil_Type32
1109,251,3289,187,198,247,1958,812,6297,10,141,2,Wilderness_Area1,Soil_Type29
5764,264,2478,181,202,244,277,366,810,7,91,6,Wilderness_Area4,Soil_Type2
10724,125,2562,126,237,233,1170,0,726,10,0,6,Wilderness_Area3,Soil_Type4
2075,87,2764,67,246,196,726,270,270,23,132,5,Wilderness_Area1,Soil_Type30
7484,208,2504,172,213,250,993,150,1032,10,21,3,Wilderness_Area3,Soil_Type4
10197,118,3391,114,242,228,1320,42,2718,13,-3,7,Wilderness_Area3,Soil_Type39
1175,45,3116,132,223,220,3066,153,5220,9,32,1,Wilderness_Area1,Soil_Type22
2916,311,2260,187,182,230,342,228,564,14,135,3,Wilderness_Area4,Soil_Type6
7333,15,2534,148,214,225,1405,0,1282,7,0,6,Wilderness_Area3,Soil_Type17
7973,299,3084,175,202,238,1595,95,1410,6,18,1,Wilderness_Area3,Soil_Type23
3251,234,2341,209,174,253,481,300,912,23,47,4,Wilderness_Area4,Soil_Type6
6713,226,2789,198,187,254,2040,255,765,20,88,5,Wilderness_Area3,Soil_Type4
1618,90,2746,22,248,168,2601,162,180,33,97,5,Wilderness_Area1,Soil_Type30
1474,152,3237,130,237,239,1503,541,5386,14,146,1,Wilderness_Area1,Soil_Type22
1902,324,2551,192,141,199,390,108,891,27,49,6,Wilderness_Area3,Soil_Type33
14146,133,2837,100,247,227,1682,757,2233,19,59,5,Wilderness_Area3,Soil_Type13
4231,337,2358,168,195,224,1385,437,902,12,233,3,Wilderness_Area4,Soil_Type6
5586,70,2377,106,235,212,1187,300,1249,14,133,3,Wilderness_Area4,Soil_Type2
12067,95,2679,44,251,186,700,90,120,28,47,5,Wilderness_Area1,Soil_Type30
12650,26,2116,97,195,170,518,150,247,27,70,6,Wilderness_Area4,Soil_Type10
10191,29,3380,96,201,173,1213,228,2379,26,79,7,Wilderness_Area3,Soil_Type39
11245,40,2612,111,219,200,751,417,1194,17,92,3,Wilderness_Area3,Soil_Type11
11419,11,2830,143,206,213,4883,42,3197,13,8,2,Wilderness_Area1,Soil_Type24
13000,28,2280,96,200,172,1176,150,904,26,58,6,Wilderness_Area4,Soil_Type10
5610,17,2454,144,212,219,816,395,785,10,184,3,Wilderness_Area4,Soil_Type6
5350,13,2197,146,211,221,552,0,1423,9,0,4,Wilderness_Area4,Soil_Type14
3136,109,2103,41,254,191,134,85,532,30,35,4,Wilderness_Area4,Soil_Type3
1898,345,3095,163,199,223,1848,127,1914,11,19,2,Wilderness_Area1,Soil_Type29
8240,111,2567,145,225,236,1560,272,1084,3,69,3,Wilderness_Area3,Soil_Type4
5032,85,2365,97,241,212,674,30,1194,15,6,4,Wilderness_Area4,Soil_Type6
4391,359,2290,120,134,139,1142,182,1358,39,108,3,Wilderness_Area4,Soil_Type10
12196,130,3154,136,232,236,1299,295,1090,7,-12,2,Wilderness_Area1,Soil_Type29
9763,331,3436,178,173,214,2658,1045,4298,19,294,7,Wilderness_Area3,Soil_Type40
12332,61,2087,54,229,169,446,30,1165,28,14,4,Wilderness_Area4,Soil_Type17
504,160,2759,139,233,242,2462,120,2782,12,35,2,Wilderness_Area1,Soil_Type30
11729,76,3029,126,231,224,849,301,2343,9,21,2,Wilderness_Area1,Soil_Type29
11442,180,2906,156,220,241,4597,134,4943,3,6,2,Wilderness_Area1,Soil_Type16
1072,53,2963,128,226,220,2058,0,4461,9,0,2,Wilderness_Area1,Soil_Type19
3167,98,2183,0,249,158,108,175,604,38,111,4,Wilderness_Area4,Soil_Type3
4045,142,2274,96,246,227,924,201,1383,23,111,4,Wilderness_Area4,Soil_Type3
7853,225,3430,180,206,250,306,824,3535,10,162,1,Wilderness_Area3,Soil_Type38
1318,75,2791,43,240,173,1473,180,182,29,107,5,Wilderness_Area1,Soil_Type29
8389,266,3327,167,211,241,1012,600,875,3,119,7,Wilderness_Area3,Soil_Type32
8052,84,2569,139,227,231,1482,488,1253,5,16,5,Wilderness_Area3,Soil_Type2
12690,283,2172,219,153,234,797,30,1167,22,11,4,Wilderness_Area4,Soil_Type17
10627,124,3175,94,248,222,3841,418,319,19,-146,2,Wilderness_Area2,Soil_Type22
3171,106,2084,54,253,197,127,42,553,26,16,4,Wilderness_Area4,Soil_Type3
9451,253,2935,182,202,246,558,170,1033,8,19,2,Wilderness_Area3,Soil_Type23
5420,34,2299,121,216,206,1226,0,1253,15,0,4,Wilderness_Area4,Soil_Type10
7902,105,3235,147,224,236,1208,162,120,3,1,1,Wilderness_Area3,Soil_Type32
12097,97,2728,77,248,206,524,162,283,20,49,5,Wilderness_Area1,Soil_Type30
1583,100,2722,46,252,190,2353,120,150,28,74,5,Wilderness_Area1,Soil_Type30
1909,352,2092,150,164,183,182,228,335,27,84,3,Wilderness_Area4,Soil_Type5
8296,171,2921,149,227,245,1847,592,2644,10,73,5,Wilderness_Area3,Soil_Type26
13324,358,2489,154,200,216,1806,270,150,13,46,3,Wilderness_Area4,Soil_Type6
6486,67,2711,132,228,226,1057,268,360,7,27,5,Wilderness_Area3,Soil_Type11
10748,90,2631,31,249,175,1396,60,1423,31,22,3,Wilderness_Area3,Soil_Type3
7017,346,2721,163,178,205,1276,67,1549,20,15,5,Wilderness_Area3,Soil_Type10
5928,136,2356,100,247,227,1050,210,1121,20,69,3,Wilderness_Area4,Soil_Type3
13095,319,2428,190,168,219,800,234,1110,19,60,6,Wilderness_Area4,Soil_Type10
6511,90,3280,116,237,223,1090,582,560,11,113,7,Wilderness_Area3,Soil_Type39
5551,357,2437,152,192,209,1036,446,997,16,167,6,Wilderness_Area4,Soil_Type6
14715,314,3303,190,174,225,1503,258,964,16,59,1,Wilderness_Area2,Soil_Type22
8309,188,2932,160,221,248,2151,390,2580,10,53,2,Wilderness_Area3,Soil_Type26
1722,183,3223,155,222,249,2671,60,2665,16,26,7,Wilderness_Area1,Soil_Type29
7306,323,3181,166,207,235,2307,537,1032,5,70,1,Wilderness_Area3,Soil_Type31
5886,98,2319,111,240,223,663,30,330,12,6,4,Wilderness_Area4,Soil_Type2
9044,296,3214,224,127,217,3000,376,3013,29,177,1,Wilderness_Area3,Soil_Type33
9586,281,3401,201,178,240,3810,42,5173,15,7,7,Wilderness_Area3,Soil_Type38
12587,60,2215,65,230,177,624,216,1224,26,89,4,Wilderness_Area4,Soil_Type10
9483,157,3079,137,233,241,806,258,1614,12,18,2,Wilderness_Area3,Soil_Type31
9544,69,3401,113,233,215,2844,150,3919,12,-7,7,Wilderness_Area3,Soil_Type39
10264,141,3427,150,224,238,566,566,962,3,-65,7,Wilderness_Area2,Soil_Type38
8569,73,3367,139,226,230,2403,552,960,5,28,7,Wilderness_Area3,Soil_Type32
7326,50,3429,119,225,212,1321,510,2704,13,80,7,Wilderness_Area3,Soil_Type38
6275,198,2457,158,218,240,1168,474,750,2,101,6,Wilderness_Area4,Soil_Type6
729,108,2919,133,232,232,1841,85,5022,7,3,2,Wilderness_Area1,Soil_Type19
12631,334,2028,178,157,200,513,60,297,24,30,6,Wilderness_Area4,Soil_Type10
1937,11,2552,139,203,207,1492,0,1075,15,0,6,Wilderness_Area3,Soil_Type20
9054,111,3457,78,251,211,3383,430,3719,21,219,7,Wilderness_Area3,Soil_Type39
6099,146,2307,95,245,227,1027,0,1080,25,0,3,Wilderness_Area4,Soil_Type3
14096,194,2920,164,218,250,1786,642,2659,12,76,5,Wilderness_Area3,Soil_Type26
11107,38,2590,114,218,202,1092,240,1544,17,-11,6,Wilderness_Area3,Soil_Type10
6801,245,2380,169,212,243,1425,0,674,4,0,3,Wilderness_Area4,Soil_Type16
8193,182,3254,157,222,244,674,402,408,5,20,1,Wilderness_Area3,Soil_Type32
12361,108,2136,20,254,177,182,124,485,35,85,4,Wilderness_Area4,Soil_Type3
5387,335,3293,163,209,233,3814,42,4111,5,3,7,Wilderness_Area1,Soil_Type38
9153,330,3099,184,140,192,955,589,1296,29,58,2,Wilderness_Area3,Soil_Type33
4348,107,2327,65,252,204,1323,319,1022,24,140,4,Wilderness_Area4,Soil_Type6
13652,96,3183,32,251,179,1846,426,1031,31,131,1,Wilderness_Area1,Soil_Type29
9699,113,3390,103,245,223,1057,700,1477,15,233,7,Wilderness_Area3,Soil_Type40
14950,134,2614,117,242,232,283,124,1398,14,25,3,Wilderness_Area3,Soil_Type4
2865,121,2124,64,253,207,481,391,402,27,189,3,Wilderness_Area4,Soil_Type1
11879,153,3224,153,222,239,732,216,4615,2,-5,2,Wilderness_Area1,Soil_Type29
6663,93,2511,110,239,221,382,90,362,12,28,2,Wilderness_Area4,Soil_Type10
8120,92,2697,99,242,216,2507,95,2249,15,7,3,Wilderness_Area3,Soil_Type11
12263,208,3303,173,211,251,1931,671,4315,12,76,7,Wilderness_Area1,Soil_Type38
219,36,2972,90,209,176,2816,30,5113,25,0,1,Wilderness_Area1,Soil_Type29
12283,268,2807,209,173,244,886,30,2281,17,9,5,Wilderness_Area3,Soil_Type31
4149,118,2257,78,251,214,960,150,1338,22,74,4,Wilderness_Area4,Soil_Type3
3469,119,2305,96,248,222,908,458,1332,18,11,4,Wilderness_Area4,Soil_Type2
11178,214,2407,180,206,253,319,30,1702,14,-11,6,Wilderness_Area3,Soil_Type16
9815,165,3166,136,233,243,693,67,1412,17,9,7,Wilderness_Area3,Soil_Type35
2673,101,2047,139,228,233,541,30,900,5,1,4,Wilderness_Area4,Soil_Type17
4601,117,2221,60,254,204,1273,85,1018,27,34,4,Wilderness_Area4,Soil_Type3
4357,332,2336,179,167,209,418,175,1328,21,46,3,Wilderness_Area4,Soil_Type10
1897,2,2447,154,209,225,1537,0,1095,8,0,6,Wilderness_Area3,Soil_Type20
5550,273,2326,221,155,240,1438,90,1265,22,20,6,Wilderness_Area4,Soil_Type10
10284,328,3243,171,199,230,940,573,3205,9,92,1,Wilderness_Area3,Soil_Type32
5750,72,2358,114,233,217,824,201,1024,12,81,6,Wilderness_Area4,Soil_Type10
8799,6,2840,147,204,215,2724,342,1583,13,56,2,Wilderness_Area3,Soil_Type33
7525,148,3095,138,233,239,2122,153,1812,9,27,2,Wilderness_Area3,Soil_Type23
5648,97,2427,44,251,187,976,234,984,28,93,3,Wilderness_Area4,Soil_Type5
2591,95,2971,100,242,217,1962,30,1556,15,4,2,Wilderness_Area3,Soil_Type32
14812,51,3049,115,226,210,1064,153,514,14,36,2,Wilderness_Area3,Soil_Type23
6818,281,3226,212,164,238,1377,67,3973,19,14,7,Wilderness_Area1,Soil_Type29
695,9,2706,134,192,194,2123,108,1172,21,14,5,Wilderness_Area1,Soil_Type29
10001,325,3346,176,191,227,649,30,2620,11,5,7,Wilderness_Area3,Soil_Type35
11358,45,2497,136,222,223,5386,67,900,8,6,5,Wilderness_Area1,Soil_Type18
7116,44,2553,98,220,192,1537,120,459,20,25,6,Wilderness_Area3,Soil_Type10
475,167,2677,140,231,244,953,85,1680,16,9,2,Wilderness_Area1,Soil_Type12
1942,69,2729,66,237,185,1020,153,153,24,79,5,Wilderness_Area1,Soil_Type30
9744,112,3195,102,245,223,2090,390,573,15,57,2,Wilderness_Area1,Soil_Type22
12854,90,2284,76,246,203,674,124,1410,21,70,3,Wilderness_Area4,Soil_Type2
6124,129,2485,139,230,236,1398,108,531,6,13,6,Wilderness_Area4,Soil_Type6
6485,30,2768,133,216,215,871,618,210,11,34,5,Wilderness_Area3,Soil_Type11
7623,315,2539,200,149,212,513,150,684,24,81,6,Wilderness_Area3,Soil_Type10
1470,78,2840,0,231,121,1602,85,324,44,10,5,Wilderness_Area1,Soil_Type30
9150,66,3360,118,231,218,3435,228,2021,11,38,7,Wilderness_Area1,Soil_Type38
1250,263,3178,187,197,245,2941,272,5807,9,58,2,Wilderness_Area1,Soil_Type22
5968,0,2364,156,216,235,1567,0,738,2,0,4,Wilderness_Area4,Soil_Type11
9517,69,2915,113,233,216,295,277,212,12,18,1,Wilderness_Area3,Soil_Type33
5030,1,2260,130,159,165,1348,216,990,31,67,3,Wilderness_Area4,Soil_Type10
11746,72,3154,136,227,228,1978,351,4471,6,18,2,Wilderness_Area1,Soil_Type29
10165,62,2829,99,232,204,2136,120,2100,17,40,5,Wilderness_Area3,Soil_Type33
15106,10,2480,133,193,194,1436,150,607,21,38,6,Wilderness_Area3,Soil_Type10
3092,96,2254,24,251,174,212,283,600,33,182,4,Wilderness_Area4,Soil_Type3
13185,359,3315,152,199,215,3966,175,4121,13,21,7,Wilderness_Area1,Soil_Type38
10607,107,3325,89,248,216,4004,60,2363,18,-11,7,Wilderness_Area2,Soil_Type35
7056,4,2645,147,199,210,1224,313,566,15,97,3,Wilderness_Area3,Soil_Type2
4921,0,2957,156,215,233,785,309,1546,3,37,2,Wilderness_Area3,Soil_Type31
1015,327,2895,179,182,222,2313,212,3140,15,55,2,Wilderness_Area1,Soil_Type29
15110,57,2600,93,229,197,1332,0,731,19,0,6,Wilderness_Area3,Soil_Type10
5000,135,3024,133,235,236,1256,703,721,9,214,2,Wilderness_Area1,Soil_Type29
2345,11,1983,103,162,148,871,300,270,35,132,6,Wilderness_Area4,Soil_Type5
3697,118,2291,76,252,213,940,510,1425,23,133,4,Wilderness_Area4,Soil_Type2
10257,201,3157,165,217,247,2748,510,182,8,71,2,Wilderness_Area3,Soil_Type23
11645,93,2704,78,247,205,525,60,1572,20,14,2,Wilderness_Area1,Soil_Type20
8360,151,2707,127,238,239,2305,390,2349,15,73,3,Wilderness_Area3,Soil_Type4
11949,88,2802,72,246,200,1293,153,361,21,54,5,Wilderness_Area1,Soil_Type30
4665,62,2116,134,226,226,518,30,1190,7,4,4,Wilderness_Area4,Soil_Type3
8607,5,2624,138,186,192,2779,120,1722,22,17,6,Wilderness_Area3,Soil_Type10
2229,92,2044,98,242,215,658,30,480,15,8,4,Wilderness_Area4,Soil_Type1
140,79,2490,124,232,224,4184,240,878,9,13,2,Wilderness_Area1,Soil_Type18
308,232,2929,177,208,247,5776,366,5835,8,33,2,Wilderness_Area1,Soil_Type29
10110,81,3507,104,238,214,932,335,2546,14,62,7,Wilderness_Area3,Soil_Type40
782,104,2914,143,226,234,1995,391,2989,4,41,2,Wilderness_Area1,Soil_Type29
4208,36,3197,127,219,212,3223,42,3696,12,6,7,Wilderness_Area1,Soil_Type39
2715,244,2756,192,195,250,830,30,2016,12,9,5,Wilderness_Area3,Soil_Type31
10046,124,3369,59,253,206,805,150,2082,29,51,7,Wilderness_Area3,Soil_Type40
5538,92,2426,89,245,211,1173,30,702,17,8,4,Wilderness_Area4,Soil_Type5
14202,28,3267,126,213,207,466,616,1019,15,208,1,Wilderness_Area1,Soil_Type22
5225,330,2443,176,185,222,1290,108,942,14,13,3,Wilderness_Area4,Soil_Type6
4073,164,2212,147,228,243,272,0,1120,8,0,4,Wilderness_Area4,Soil_Type17
2821,53,2192,50,220,158,371,256,323,31,141,6,Wilderness_Area4,Soil_Type4
860,234,3014,205,180,253,834,285,5432,21,115,2,Wilderness_Area1,Soil_Type29
